model,window_size,prompt_type,window_index,input_data,true_occupancy_label,predicted_occupancy_label,true_sensor_values,predicted_forecast_values,predicted_analysis,execution_time
llama3.1:8b,5,zero_shot,4557,"Time: 02:44:19, Temp: 25.30C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 02:44:49, Temp: 25.28C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 02:45:20, Temp: 25.28C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 02:45:51, Temp: 25.28C, Light: 0.0 Lux, CO2: 365.0 ppm, Sound: 0.06, Occupancy: 0
Time: 02:46:21, Temp: 25.28C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,INCREASE,"{""next_Temperature"": 25.279999999999998, ""next_Light"": 0.0, ""next_CO2"": 360.0, ""next_Sound"": 0.06}","{""Temperature"": 25.27, ""Light"": 0.0, ""CO2"": 362.5, ""Sound"": 0.065}","The temperature remains stable at around 25.28°C, while the CO2 levels show a slight increase from 360.0 to 365.0 ppm and then back down to 360.0 ppm, indicating possible minor ventilation issues.",1.1632778644561768
llama3.1:8b,5,zero_shot,106,"Time: 11:46:22, Temp: 25.49C, Light: 129.2 Lux, CO2: 520.0 ppm, Sound: 0.22, Occupancy: 2
Time: 11:46:52, Temp: 25.47C, Light: 129.0 Lux, CO2: 525.0 ppm, Sound: 0.31, Occupancy: 2
Time: 11:47:23, Temp: 25.47C, Light: 129.5 Lux, CO2: 530.0 ppm, Sound: 0.40, Occupancy: 2
Time: 11:47:53, Temp: 25.45C, Light: 129.0 Lux, CO2: 540.0 ppm, Sound: 0.26, Occupancy: 2
Time: 11:48:24, Temp: 25.47C, Light: 129.8 Lux, CO2: 540.0 ppm, Sound: 0.27, Occupancy: 2",STABLE,INCREASE,"{""next_Temperature"": 25.485, ""next_Light"": 129.5, ""next_CO2"": 545.0, ""next_Sound"": 0.175}","{""Temperature"": 25.46, ""Light"": 129.3, ""CO2"": 545.0, ""Sound"": 0.29}","The temperature has been relatively stable, while the CO2 levels have been increasing steadily over the past few minutes, indicating a possible increase in indoor air pollution.",0.9866867065429688
llama3.1:8b,5,zero_shot,2615,"Time: 09:57:27, Temp: 25.06C, Light: 22.0 Lux, CO2: 355.0 ppm, Sound: 0.06, Occupancy: 0
Time: 09:57:57, Temp: 25.06C, Light: 22.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 09:58:28, Temp: 25.06C, Light: 22.2 Lux, CO2: 355.0 ppm, Sound: 0.12, Occupancy: 0
Time: 09:58:58, Temp: 25.08C, Light: 22.5 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 09:59:29, Temp: 25.08C, Light: 22.5 Lux, CO2: 360.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,INCREASE,"{""next_Temperature"": 25.095, ""next_Light"": 22.5, ""next_CO2"": 360.0, ""next_Sound"": 0.0625}","{""Temperature"": 25.1, ""Light"": 23.0, ""CO2"": 365.0, ""Sound"": 0.08}","The temperature and light levels have been steadily increasing over the past few minutes, indicating a potential increase in ambient conditions such as solar radiation or indoor heating. The CO2 levels have also begun to rise slightly.",1.091564416885376
llama3.1:8b,5,zero_shot,6924,"Time: 23:10:04, Temp: 25.44C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 23:10:35, Temp: 25.42C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.08, Occupancy: 0
Time: 23:11:06, Temp: 25.42C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 23:11:36, Temp: 25.41C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 23:12:07, Temp: 25.41C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,DECREASE,"{""next_Temperature"": 25.409999999999997, ""next_Light"": 0.0, ""next_CO2"": 355.0, ""next_Sound"": 0.07}","{""Temperature"": 25.4, ""Light"": 0.0, ""CO2"": 355.0, ""Sound"": 0.07}","The temperature has been steadily decreasing by a fraction of a degree over the past few minutes, while light and CO2 levels remain constant at zero lux and 355 ppm respectively. The sound level remains stable.",1.0827443599700928
llama3.1:8b,5,zero_shot,5574,"Time: 11:31:05, Temp: 25.28C, Light: 30.5 Lux, CO2: 355.0 ppm, Sound: 0.08, Occupancy: 0
Time: 11:31:36, Temp: 25.30C, Light: 30.2 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 11:32:06, Temp: 25.30C, Light: 30.2 Lux, CO2: 355.0 ppm, Sound: 0.08, Occupancy: 0
Time: 11:32:37, Temp: 25.28C, Light: 30.2 Lux, CO2: 355.0 ppm, Sound: 0.08, Occupancy: 0
Time: 11:33:07, Temp: 25.28C, Light: 30.5 Lux, CO2: 355.0 ppm, Sound: 0.08, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.2825, ""next_Light"": 31.5, ""next_CO2"": 355.0, ""next_Sound"": 0.1}","{""Temperature"": 25.29, ""Light"": 30.3, ""CO2"": 355.0, ""Sound"": 0.08}","The temperature and light levels have been relatively stable over the past few minutes, with slight fluctuations within a narrow range. The CO2 levels remain constant at 355.0 ppm.",1.0367891788482666
llama3.1:8b,5,zero_shot,4552,"Time: 02:41:46, Temp: 25.30C, Light: 0.0 Lux, CO2: 365.0 ppm, Sound: 0.06, Occupancy: 0
Time: 02:42:16, Temp: 25.30C, Light: 0.0 Lux, CO2: 365.0 ppm, Sound: 0.06, Occupancy: 0
Time: 02:42:47, Temp: 25.30C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 02:43:18, Temp: 25.30C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 02:43:48, Temp: 25.30C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.279999999999998, ""next_Light"": 0.0, ""next_CO2"": 360.0, ""next_Sound"": 0.06}","{""Temperature"": 25.3, ""Light"": 0.0, ""CO2"": 360.0, ""Sound"": 0.06}","The sensor readings indicate a stable environment with no changes in temperature, light, or sound levels over the past few minutes. The slight decrease in CO2 levels may be due to natural ventilation or air exchange.",1.0913853645324707
llama3.1:8b,5,zero_shot,2547,"Time: 09:22:13, Temp: 25.00C, Light: 18.5 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 09:22:43, Temp: 25.02C, Light: 18.2 Lux, CO2: 360.0 ppm, Sound: 0.07, Occupancy: 0
Time: 09:23:14, Temp: 25.02C, Light: 18.2 Lux, CO2: 360.0 ppm, Sound: 0.07, Occupancy: 0
Time: 09:23:45, Temp: 25.03C, Light: 17.8 Lux, CO2: 360.0 ppm, Sound: 0.07, Occupancy: 0
Time: 09:24:15, Temp: 25.02C, Light: 18.2 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,INCREASE,"{""next_Temperature"": 25.0325, ""next_Light"": 18.75, ""next_CO2"": 360.0, ""next_Sound"": 0.0625}","{""Temperature"": 25.03, ""Light"": 17.9, ""CO2"": 360.0, ""Sound"": 0.07}","The temperature has been steadily increasing by a small margin, while the light levels have been decreasing slightly. The CO2 and sound levels remain constant.",0.9690213203430176
llama3.1:8b,5,zero_shot,3527,"Time: 17:50:45, Temp: 26.13C, Light: 145.8 Lux, CO2: 805.0 ppm, Sound: 0.40, Occupancy: 3
Time: 17:51:16, Temp: 26.11C, Light: 145.5 Lux, CO2: 805.0 ppm, Sound: 0.24, Occupancy: 3
Time: 17:51:46, Temp: 26.16C, Light: 145.8 Lux, CO2: 805.0 ppm, Sound: 1.34, Occupancy: 3
Time: 17:52:17, Temp: 26.12C, Light: 145.8 Lux, CO2: 810.0 ppm, Sound: 0.25, Occupancy: 3
Time: 17:52:48, Temp: 26.13C, Light: 146.0 Lux, CO2: 810.0 ppm, Sound: 0.23, Occupancy: 3",STABLE,INCREASE,"{""next_Temperature"": 26.11, ""next_Light"": 145.5, ""next_CO2"": 820.0, ""next_Sound"": 0.2175}","{""Temperature"": 26.15, ""Light"": 145.9, ""CO2"": 812.5, ""Sound"": 0.27}","The temperature and light levels have been relatively stable, while the CO2 levels have shown a slight increase over the past few minutes, indicating potential indoor air quality issues.",1.0105884075164795
llama3.1:8b,5,zero_shot,5514,"Time: 11:00:27, Temp: 25.20C, Light: 31.5 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 11:00:57, Temp: 25.19C, Light: 31.5 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 11:01:28, Temp: 25.20C, Light: 31.8 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 11:01:59, Temp: 25.19C, Light: 32.2 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 11:02:29, Temp: 25.20C, Light: 29.8 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.22, ""next_Light"": 30.25, ""next_CO2"": 355.0, ""next_Sound"": 0.07}","{""Temperature"": 25.19, ""Light"": 31.1, ""CO2"": 355.0, ""Sound"": 0.07}","The temperature and light levels have been fluctuating slightly, but overall remaining stable within a narrow range. The CO2 levels remain constant at 355.0 ppm.",1.0030148029327393
llama3.1:8b,5,zero_shot,1674,"Time: 01:50:21, Temp: 25.30C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 01:50:51, Temp: 25.29C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 01:51:22, Temp: 25.31C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 01:51:53, Temp: 25.29C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 01:52:23, Temp: 25.28C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.2975, ""next_Light"": 0.0, ""next_CO2"": 370.0, ""next_Sound"": 0.060000000000000005}","{""Temperature"": 25.29, ""Light"": 0.0, ""CO2"": 370.0, ""Sound"": 0.06}","The temperature readings exhibit a slight fluctuation around the average value of 25.3°C, indicating stable environmental conditions. The consistent low light levels and constant sound levels suggest that the space remains unoccupied.",1.0923116207122803
llama3.1:8b,5,zero_shot,1519,"Time: 00:30:11, Temp: 25.35C, Light: 0.0 Lux, CO2: 375.0 ppm, Sound: 0.06, Occupancy: 0
Time: 00:30:42, Temp: 25.35C, Light: 0.0 Lux, CO2: 375.0 ppm, Sound: 0.06, Occupancy: 0
Time: 00:31:12, Temp: 25.33C, Light: 0.0 Lux, CO2: 375.0 ppm, Sound: 0.07, Occupancy: 0
Time: 00:31:43, Temp: 25.35C, Light: 0.0 Lux, CO2: 375.0 ppm, Sound: 0.06, Occupancy: 0
Time: 00:32:14, Temp: 25.36C, Light: 0.0 Lux, CO2: 375.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,INCREASE,"{""next_Temperature"": 25.3625, ""next_Light"": 0.0, ""next_CO2"": 375.0, ""next_Sound"": 0.0625}","{""Temperature"": 25.37, ""Light"": 0.0, ""CO2"": 375.0, ""Sound"": 0.06}","The temperature is steadily increasing by a small margin, while the light and CO2 levels remain constant at 0 lux and 375 ppm respectively. The sound level remains consistent.",1.0213539600372314
llama3.1:8b,5,zero_shot,6224,"Time: 17:07:33, Temp: 25.56C, Light: 3.5 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0
Time: 17:08:04, Temp: 25.58C, Light: 3.5 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0
Time: 17:08:35, Temp: 25.58C, Light: 3.5 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0
Time: 17:09:05, Temp: 25.58C, Light: 3.5 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0
Time: 17:09:36, Temp: 25.56C, Light: 3.5 Lux, CO2: 350.0 ppm, Sound: 0.08, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.5625, ""next_Light"": 3.5, ""next_CO2"": 350.0, ""next_Sound"": 0.07250000000000001}","{""Temperature"": 25.57, ""Light"": 3.5, ""CO2"": 350.0, ""Sound"": 0.07}","The temperature and CO2 levels have remained relatively stable, while the sound level has slightly increased due to a minor disturbance in the environment.",0.9537398815155029
llama3.1:8b,5,zero_shot,1584,"Time: 01:03:53, Temp: 25.35C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 01:04:24, Temp: 25.35C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 01:04:54, Temp: 25.33C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 01:05:25, Temp: 25.33C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 01:05:56, Temp: 25.35C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.345, ""next_Light"": 0.0, ""next_CO2"": 370.0, ""next_Sound"": 0.06}","{""Temperature"": 25.34, ""Light"": 0.0, ""CO2"": 370.0, ""Sound"": 0.06}","The temperature reading has been fluctuating slightly around a stable value of approximately 25.33°C, while the light and CO2 levels remain constant at 0.0 Lux and 370.0 ppm respectively. The sound level remains steady.",1.1603057384490967
llama3.1:8b,5,zero_shot,5881,"Time: 14:09:52, Temp: 25.52C, Light: 45.5 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 14:10:23, Temp: 25.52C, Light: 45.2 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 14:10:54, Temp: 25.53C, Light: 44.5 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 14:11:24, Temp: 25.53C, Light: 44.5 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 14:11:55, Temp: 25.53C, Light: 44.2 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,INCREASE,"{""next_Temperature"": 25.515, ""next_Light"": 45.0, ""next_CO2"": 355.0, ""next_Sound"": 0.1175}","{""Temperature"": 25.54, ""Light"": 43.9, ""CO2"": 355.0, ""Sound"": 0.07}","The temperature has been steadily increasing by a fraction of a degree over the past few minutes, while light levels have decreased slightly and remained constant for CO2 levels.",0.9941294193267822
llama3.1:8b,5,zero_shot,5635,"Time: 12:03:15, Temp: 25.30C, Light: 39.5 Lux, CO2: 355.0 ppm, Sound: 0.08, Occupancy: 0
Time: 12:03:46, Temp: 25.31C, Light: 40.2 Lux, CO2: 355.0 ppm, Sound: 0.15, Occupancy: 0
Time: 12:04:16, Temp: 25.33C, Light: 41.2 Lux, CO2: 355.0 ppm, Sound: 0.12, Occupancy: 0
Time: 12:04:47, Temp: 25.33C, Light: 41.5 Lux, CO2: 355.0 ppm, Sound: 0.08, Occupancy: 0
Time: 12:05:17, Temp: 25.30C, Light: 41.2 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,INCREASE,"{""next_Temperature"": 25.2975, ""next_Light"": 39.5, ""next_CO2"": 355.0, ""next_Sound"": 0.0675}","{""Temperature"": 25.32, ""Light"": 42.1, ""CO2"": 355.0, ""Sound"": 0.1}","The temperature has been steadily increasing over the past few minutes, with a slight dip at 12:05:17 before returning to its previous value. The light levels have also been rising gradually.",1.0708229541778564
llama3.1:8b,5,zero_shot,9891,"Time: 06:57:37, Temp: 24.95C, Light: 0.5 Lux, CO2: 345.0 ppm, Sound: 0.07, Occupancy: 0
Time: 06:58:08, Temp: 24.97C, Light: 0.5 Lux, CO2: 345.0 ppm, Sound: 0.07, Occupancy: 0
Time: 06:58:38, Temp: 24.97C, Light: 0.5 Lux, CO2: 345.0 ppm, Sound: 0.07, Occupancy: 0
Time: 06:59:09, Temp: 24.95C, Light: 0.5 Lux, CO2: 345.0 ppm, Sound: 0.07, Occupancy: 0
Time: 06:59:39, Temp: 24.97C, Light: 0.5 Lux, CO2: 345.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 24.967499999999998, ""next_Light"": 0.75, ""next_CO2"": 345.0, ""next_Sound"": 0.0625}","{""Temperature"": 25.0, ""Light"": 0.5, ""CO2"": 345.0, ""Sound"": 0.07}","The temperature readings exhibit a slight fluctuation around the average value, while light and sound levels remain constant. The CO2 level remains stable at 345.0 ppm.",1.0142064094543457
llama3.1:8b,5,zero_shot,4333,"Time: 00:48:55, Temp: 25.39C, Light: 0.0 Lux, CO2: 365.0 ppm, Sound: 0.06, Occupancy: 0
Time: 00:49:26, Temp: 25.38C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 00:49:57, Temp: 25.39C, Light: 0.0 Lux, CO2: 365.0 ppm, Sound: 0.06, Occupancy: 0
Time: 00:50:27, Temp: 25.39C, Light: 0.0 Lux, CO2: 365.0 ppm, Sound: 0.06, Occupancy: 0
Time: 00:50:58, Temp: 25.38C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.392500000000002, ""next_Light"": 0.0, ""next_CO2"": 365.0, ""next_Sound"": 0.0575}","{""Temperature"": 25.39, ""Light"": 0.0, ""CO2"": 365.0, ""Sound"": 0.06}","The temperature and CO2 levels have been fluctuating slightly, but overall remaining relatively stable, indicating a consistent environment with no significant changes in occupancy or external factors.",1.0130329132080078
llama3.1:8b,5,zero_shot,711,"Time: 17:25:23, Temp: 26.02C, Light: 81.0 Lux, CO2: 795.0 ppm, Sound: 2.39, Occupancy: 2
Time: 17:25:54, Temp: 26.02C, Light: 81.0 Lux, CO2: 800.0 ppm, Sound: 0.10, Occupancy: 2
Time: 17:26:24, Temp: 26.00C, Light: 80.8 Lux, CO2: 800.0 ppm, Sound: 1.36, Occupancy: 2
Time: 17:26:55, Temp: 26.02C, Light: 80.8 Lux, CO2: 795.0 ppm, Sound: 0.76, Occupancy: 2
Time: 17:27:25, Temp: 26.03C, Light: 80.8 Lux, CO2: 795.0 ppm, Sound: 0.54, Occupancy: 2",STABLE,INCREASE,"{""next_Temperature"": 26.03, ""next_Light"": 81.0, ""next_CO2"": 795.0, ""next_Sound"": 0.08750000000000001}","{""Temperature"": 26.05, ""Light"": 80.7, ""CO2"": 797.5, ""Sound"": 0.41}","The temperature has been steadily increasing over the past few minutes, while the light levels have remained relatively stable. The CO2 levels have also shown a slight increase.",0.9966855049133301
llama3.1:8b,5,zero_shot,7527,"Time: 04:22:33, Temp: 25.28C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 04:23:04, Temp: 25.25C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.08, Occupancy: 0
Time: 04:23:34, Temp: 25.25C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 04:24:05, Temp: 25.23C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0
Time: 04:24:36, Temp: 25.25C, Light: 0.0 Lux, CO2: 355.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.265, ""next_Light"": 0.0, ""next_CO2"": 355.0, ""next_Sound"": 0.0625}","{""Temperature"": 25.24, ""Light"": 0.0, ""CO2"": 355.0, ""Sound"": 0.07}","The temperature readings have been fluctuating slightly around a mean value of approximately 25.25°C, while the light and CO2 levels remain constant at 0.0 Lux and 355.0 ppm respectively. The sound level remains steady.",1.1712894439697266
llama3.1:8b,5,zero_shot,8785,"Time: 21:27:18, Temp: 25.34C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.07, Occupancy: 0
Time: 21:27:48, Temp: 25.33C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.06, Occupancy: 0
Time: 21:28:19, Temp: 25.34C, Light: 0.0 Lux, CO2: 370.0 ppm, Sound: 0.07, Occupancy: 0
Time: 21:28:50, Temp: 25.33C, Light: 0.0 Lux, CO2: 365.0 ppm, Sound: 0.07, Occupancy: 0
Time: 21:29:20, Temp: 25.34C, Light: 0.0 Lux, CO2: 365.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.345, ""next_Light"": 0.0, ""next_CO2"": 365.0, ""next_Sound"": 0.065}","{""Temperature"": 25.33, ""Light"": 0.0, ""CO2"": 366.5, ""Sound"": 0.07}","The temperature and light levels remain stable, while the CO2 levels have decreased slightly over the past few minutes, indicating a possible reduction in indoor air pollution.",0.9855437278747559
llama3.1:8b,5,zero_shot,2045,"Time: 05:01:49, Temp: 25.08C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 05:02:20, Temp: 25.06C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 05:02:50, Temp: 25.11C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 05:03:21, Temp: 25.08C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 05:03:51, Temp: 25.08C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.095, ""next_Light"": 0.0, ""next_CO2"": 360.0, ""next_Sound"": 0.0625}","{""Temperature"": 25.09, ""Light"": 0.0, ""CO2"": 360.0, ""Sound"": 0.06}","The temperature readings exhibit a slight fluctuation around the average value, while light and CO2 levels remain constant at zero and 360 ppm respectively. The sound level remains steady.",1.0214693546295166
llama3.1:8b,5,zero_shot,6201,"Time: 16:55:49, Temp: 25.59C, Light: 5.8 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0
Time: 16:56:19, Temp: 25.58C, Light: 5.8 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0
Time: 16:56:50, Temp: 25.58C, Light: 5.8 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0
Time: 16:57:21, Temp: 25.56C, Light: 5.8 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0
Time: 16:57:51, Temp: 25.58C, Light: 5.2 Lux, CO2: 350.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,DECREASE,"{""next_Temperature"": 25.58, ""next_Light"": 5.25, ""next_CO2"": 350.0, ""next_Sound"": 0.07250000000000001}","{""Temperature"": 25.56, ""Light"": 4.9, ""CO2"": 350.0, ""Sound"": 0.07}","The temperature has been fluctuating slightly, but overall remains stable within a narrow range. The light levels have decreased by approximately 28% over the past few minutes.",1.0109484195709229
llama3.1:8b,5,zero_shot,1291,"Time: 22:31:44, Temp: 25.52C, Light: 0.0 Lux, CO2: 435.0 ppm, Sound: 0.06, Occupancy: 0
Time: 22:32:45, Temp: 25.52C, Light: 0.0 Lux, CO2: 430.0 ppm, Sound: 0.06, Occupancy: 0
Time: 22:33:16, Temp: 25.52C, Light: 0.0 Lux, CO2: 430.0 ppm, Sound: 0.06, Occupancy: 0
Time: 22:33:46, Temp: 25.50C, Light: 0.0 Lux, CO2: 430.0 ppm, Sound: 0.06, Occupancy: 0
Time: 22:34:17, Temp: 25.53C, Light: 0.0 Lux, CO2: 425.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,DECREASE,"{""next_Temperature"": 25.5175, ""next_Light"": 0.0, ""next_CO2"": 425.0, ""next_Sound"": 0.0625}","{""Temperature"": 25.52, ""Light"": 0.0, ""CO2"": 428.5, ""Sound"": 0.06}","The temperature remains relatively stable, while the CO2 levels show a slight decrease over time, indicating a possible reduction in indoor air pollution.",0.9427516460418701
llama3.1:8b,5,zero_shot,9044,"Time: 23:41:04, Temp: 25.20C, Light: 0.0 Lux, CO2: 345.0 ppm, Sound: 0.07, Occupancy: 0
Time: 23:41:35, Temp: 25.20C, Light: 0.0 Lux, CO2: 345.0 ppm, Sound: 0.06, Occupancy: 0
Time: 23:42:36, Temp: 25.20C, Light: 0.0 Lux, CO2: 345.0 ppm, Sound: 0.06, Occupancy: 0
Time: 23:43:07, Temp: 25.20C, Light: 0.0 Lux, CO2: 345.0 ppm, Sound: 0.06, Occupancy: 0
Time: 23:43:37, Temp: 25.20C, Light: 0.0 Lux, CO2: 345.0 ppm, Sound: 0.07, Occupancy: 0",STABLE,STABLE,"{""next_Temperature"": 25.205, ""next_Light"": 0.0, ""next_CO2"": 345.0, ""next_Sound"": 0.065}","{""Temperature"": 25.2, ""Light"": 0.0, ""CO2"": 345.0, ""Sound"": 0.06}","The sensor data indicates a stable environment with no significant changes in temperature, light, or CO2 levels over the past few minutes. The sound level remains low, suggesting an empty space.",1.042074442
llama3.1:8b,5,zero_shot,4803,"Time: 04:51:58, Temp: 25.19C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 04:52:28, Temp: 25.19C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 04:52:59, Temp: 25.19C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 04:53:30, Temp: 25.19C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0
Time: 04:54:00, Temp: 25.17C, Light: 0.0 Lux, CO2: 360.0 ppm, Sound: 0.06, Occupancy: 0",STABLE,DECREASE,"{""next_Temperature"": 25.1725, ""next_Light"": 0.0, ""next_CO2"": 360.0, ""next_Sound"": 0.0575}","{""Temperature"": 25.18, ""Light"": 0.0, ""CO2"": 360.0, ""Sound"": 0.06}","The temperature has been steadily decreasing by a fraction of a degree over the past few minutes, while light and CO2 levels remain constant at zero lux and 360 ppm respectively. The sound level remains unchanged.",1.0872578620910645
